Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
I Was Made For Lovin' You,KISS,15,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, girl, girl, girl, girl","[baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [baby] And I can give it all to you, baby | [baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [baby] And I can't get enough of you, baby | [baby] I was made for lovin' you, baby | [girl] 'Cause, girl, I was made for you | [girl] And, girl, you were made for me | [girl] 'Cause, girl, you were made for me | [girl] And, girl, I was made for you",https://open.spotify.com/track/07q0QVgO56EorrSGHC48y3
I Like It Like That,Pete Rodriguez,12,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Boogaloo baby, I made it great | [baby] Baby if you think you're shy | [baby] Yeah, baby | [baby] My boogaloo, I need it baby | [baby] I got the soul, baby look at me | [baby] Yeah, baby | [baby] Yeah, baby | [baby] Yeah, baby | [baby] I've got the soul, baby look at me | [baby] Yeah, baby | [baby] My boogaloo, I need it baby | [baby] Yeah, baby",https://open.spotify.com/track/6Wy3X4jSszfisnRscJCHdq
"Take Me Home, Country Roads",John Denver,4,"mama, mama, mama, mama","[mama] West Virginia, mountain mama | [mama] West Virginia, mountain mama | [mama] West Virginia, mountain mama | [mama] West Virginia, mountain mama",https://open.spotify.com/track/1QbOvACeYanja5pbnJbAmk
Think,Aretha Franklin,6,"baby, baby, baby, baby, baby, baby","[baby] Oh, yeah, think about it, baby | [baby] To the bone, baby | [baby] (To the bone, for deepness) You think about it, baby, baby, baby | [baby] (To the bone, for deepness) Oh, to the bone, baby",https://open.spotify.com/track/0jkBzn7J5jc889TYxwvXy6
Let's Get It On,Marvin Gaye,17,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] I've been really trying, baby | [baby] And if you feel like I feel, baby | [baby] Let's get it on, ow, baby | [baby] Let's get it on, let's love, baby | [baby] There's nothing wrong with me loving you, baby, no, no | [baby] If the love is true, oh, baby, ooh | [baby] I'm asking you, baby, to get it on with me, ooh, ooh, ooh | [baby] I ain't gonna worry, I ain't gonna push, I won't push you, baby | [baby] So come on, come on, come on, come on, come on, baby | [baby] Come on, baby, hey, let your love come out | [baby] Let's get it on, ooh, let's get it on, baby | [baby] I know you know what I been dreamin' of, don't you, baby? | [baby] I won't push you, baby, woo | [baby] Oh, gonna get it on, threatenin' you, baby | [baby] Oh, get it on, come on, baby | [baby] Oh, do right, baby | [baby] Oh baby, let's get it on right now",https://open.spotify.com/track/5yr8pi3uCjTYOnTqstBBdm
Pump It,Black Eyed Peas,4,"baby, baby, baby, baby","[baby] Come on, baby, just pump it (Louder) | [baby] Come on, baby, just pump it (Louder) | [baby] Move it, come on, baby, do it (Ha) | [baby] Let those speakers blow your mind (Blow my mind, baby)",https://open.spotify.com/track/2ygMBIctKIAfbEBcT9065L
When I Was Your Man,Bruno Mars,4,"man, man, man, man",[man] But she's dancin' with another man | [man] But she's dancin' with another man | [man] When I was your man | [man] When I was your man,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh
Bohemian Rhapsody - Remastered 2011,Queen,4,"mama, mama, mama, mama","[mama] Mama, just killed a man | [mama] Mama, life had just begun | [mama] Mama, ooh, didn't mean to make you cry | [mama] Mama, ooh (Any way the wind blows)",https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
DotA - Radio Edit,Basshunter,4,"man, man, man, man",[man] (I hear you man) | [man] (I feel you man) | [man] (I hear you man) | [man] (I feel you man),https://open.spotify.com/track/5uxYTDNKEOxcrlWyuMNjaM
Beggin',Måneskin,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Put your lovin' hand out, baby | [baby] So put your lovin' hand out, baby | [baby] Uh, put your lovin' hand out, baby | [baby] So put your lovin' hand out, baby | [baby] Put your lovin' hand out, baby | [baby] So put your lovin' hand out, baby | [baby] So put your lovin' hand out, baby",https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,14,"man, man, man, man, man, man, man, man, man, man, man, man, man, man",[man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] A rocket man | [man] A rocket man | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone | [man] I'm not the man they think I am at home | [man] I'm a rocket man | [man] Rocket man burnin' out his fuse up here alone,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
My Girl,The Temptations,22,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl","[girl] My girl, my girl, my girl | [girl] Talkin' 'bout my girl, my girl | [girl] My girl, my girl, my girl | [girl] Talkin' 'bout my girl, my girl | [girl] My girl, my girl, my girl | [girl] Talkin' 'bout my girl, my girl | [girl] (Talkin' 'bout my girl) | [girl] With my girl | [girl] With my girl | [girl] Talkin' 'bout, talkin 'bout, talkin 'bout my girl | [girl] Ooh, my girl | [girl] That's all I can talk about is my girl | [girl] Why don't you believe she's all my girl",https://open.spotify.com/track/4GzEUG2exyfdIVfhHCxeVs
Papa Was A Rollin' Stone - Single Version,The Temptations,27,"mama, mama, mama, mama, mama, mama, mama, papa, papa, papa, papa, papa, papa, papa, papa, papa, papa, papa, papa, papa, papa, papa, son, son, son, son, son","[mama] Mama I'm depending on you, to tell me the truth | [mama] ""Hey Mama, is it true what they say | [mama] And Mama, some bad talk goin' round town | [mama] Mama just hung her head and said | [mama] ""Hey Mama, I heard Papa called himself a jack of all trades | [mama] Hey Mama, folks say that Papa never was much on thinking | [mama] Mama I'm depending on you to tell me the truth"" | [papa] ""Son, Papa was a rolling stone | [papa] Papa was a rolling stone, my son | [papa] That Papa never worked a day in his life? | [papa] Sayin' that Papa had three outside children and another wife | [papa] Heard them talking Papa doing some store front preachin' | [papa] ""Papa was a rolling stone, my son | [papa] Hey, Papa was a rolling stone, my son | [papa] ""Hey Mama, I heard Papa called himself a jack of all trades | [papa] Tell me, is that what sent Papa to an early grave? | [papa] Folks say Papa would beg, borrow, steal to pay his bills | [papa] Hey Mama, folks say that Papa never was much on thinking | [papa] ""Son, Papa was a rolling stone | [papa] Papa was a rolling stone | [papa] I said, Papa was a rolling stone, yes he was | [papa] Papa was a rolling stone | [son] ""Son, Papa was a rolling stone | [son] Papa was a rolling stone, my son | [son] ""Papa was a rolling stone, my son | [son] Hey, Papa was a rolling stone, my son | [son] ""Son, Papa was a rolling stone",https://open.spotify.com/track/5Azp9obTPbd5hAgMc6CWWd
Walk Away From Love,David Ruffin,11,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Ooh baby | [baby] Oh baby (Gonna walk away, gonna walk away) | [baby] I'm leaving baby | [baby] I'm walkin' away baby | [baby] Ooh, will you let me go someday, baby? (Gonna walk away, gonna walk away) | [baby] Ooh wee, baby, yeah | [baby] Don't you break my heart, baby (Gonna walk away, gonna walk away) | [baby] I'm leavin' baby, yeah (I'm gonna walk away from love) | [baby] Ha ha, I don't wanna be the one to cry, no baby (Gonna walk away, gonna walk away) | [baby] I'm leavin' baby, whoo-hoo hoo (I'm gonna walk away from love) | [baby] Oh baby, I don't wanna do it, now (Gonna walk away, gonna walk away)",https://open.spotify.com/track/6elKfVvcYhjGnhBQ6suZfx
Billie Jean,Michael Jackson,32,"baby, baby, baby, baby, baby, baby, baby, baby, girl, girl, girl, girl, girl, girl, girl, kid, kid, kid, kid, kid, kid, kid, kid, son, son, son, son, son, son, son, son, son","[baby] She's just a girl who claims that I am the one (Oh, baby) | [baby] Uh, she says I am the one (Oh, baby) | [baby] She told my baby we danced 'til three, then she looked at me | [baby] Then showed a photo of a baby cryin', his eyes were like mine (Oh no) | [baby] 'Cause we danced on the floor in the round, baby (Ooh, hee-hee-hee) | [baby] She says I am the one (Oh, baby) | [baby] She's just a girl who claims that I am the one (You know what you did to me, baby) | [baby] She says I am the one (No, baby) | [girl] She's just a girl who claims that I am the one (Oh, baby) | [girl] She's just a girl who claims that I am the one, uh | [girl] She's just a girl who claims that I am the one | [girl] She's just a girl who claims that I am the one (You know what you did to me, baby) | [girl] Yeah, Billie Jean is not my lover, uh (She is just a girl) | [girl] Yeah, Billie Jean is not my lover, uh (She is just a girl; don't call me Billie Jean, hoo) | [girl] Billie Jean is not my lover, uh (She is just a girl; she's not at the scene) | [kid] But the kid is not my son (Woo) | [kid] But the kid is not my son (Hee-hee-hee; no, no) | [kid] But the kid is not my son, uh | [kid] But the kid is not my son (No, no) | [kid] But the kid is not my son (No, hee-hee-hee) | [kid] But the kid is not my son (No-no-no, woo, uh) | [kid] But the kid is not my son | [kid] But the kid is not my son (No-no-no-no; woo, uh) | [son] But the kid is not my son (Woo) | [son] But the kid is not my son (Hee-hee-hee; no, no) | [son] But the kid is not my son, uh | [son] But the kid is not my son (No, no) | [son] But the kid is not my son (No, hee-hee-hee) | [son] But the kid is not my son (No-no-no, woo, uh) | [son] But the kid is not my son | [son] But the kid is not my son (No-no-no-no; woo, uh) | [son] She says he is my son (Breakin' my heart, babe)",https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj
The Perfect Girl,Mareux,14,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl",[girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl | [girl] You're such a strange girl,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh
Billie Jean,Michael Jackson,32,"baby, baby, baby, baby, baby, baby, baby, baby, girl, girl, girl, girl, girl, girl, girl, kid, kid, kid, kid, kid, kid, kid, kid, son, son, son, son, son, son, son, son, son","[baby] She's just a girl who claims that I am the one (Oh, baby) | [baby] Uh, she says I am the one (Oh, baby) | [baby] She told my baby we danced 'til three, then she looked at me | [baby] Then showed a photo of a baby cryin', his eyes were like mine (Oh no) | [baby] 'Cause we danced on the floor in the round, baby (Ooh, hee-hee-hee) | [baby] She says I am the one (Oh, baby) | [baby] She's just a girl who claims that I am the one (You know what you did to me, baby) | [baby] She says I am the one (No, baby) | [girl] She's just a girl who claims that I am the one (Oh, baby) | [girl] She's just a girl who claims that I am the one, uh | [girl] She's just a girl who claims that I am the one | [girl] She's just a girl who claims that I am the one (You know what you did to me, baby) | [girl] Yeah, Billie Jean is not my lover, uh (She is just a girl) | [girl] Yeah, Billie Jean is not my lover, uh (She is just a girl; don't call me Billie Jean, hoo) | [girl] Billie Jean is not my lover, uh (She is just a girl; she's not at the scene) | [kid] But the kid is not my son (Woo) | [kid] But the kid is not my son (Hee-hee-hee; no, no) | [kid] But the kid is not my son, uh | [kid] But the kid is not my son (No, no) | [kid] But the kid is not my son (No, hee-hee-hee) | [kid] But the kid is not my son (No-no-no, woo, uh) | [kid] But the kid is not my son | [kid] But the kid is not my son (No-no-no-no; woo, uh) | [son] But the kid is not my son (Woo) | [son] But the kid is not my son (Hee-hee-hee; no, no) | [son] But the kid is not my son, uh | [son] But the kid is not my son (No, no) | [son] But the kid is not my son (No, hee-hee-hee) | [son] But the kid is not my son (No-no-no, woo, uh) | [son] But the kid is not my son | [son] But the kid is not my son (No-no-no-no; woo, uh) | [son] She says he is my son (Breakin' my heart, babe)",https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
Instant Crush (Drumless Edition) (feat. Julian Casablancas),Daft Punk,12,"friend, friend, friend, friend, friend, friend, friend, friend, friend, friend, friend, friend",[friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend,https://open.spotify.com/track/2jmKcUO1mjqU4uypiDvpny
Instant Crush (feat. Julian Casablancas),Daft Punk,12,"friend, friend, friend, friend, friend, friend, friend, friend, friend, friend, friend, friend",[friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend | [friend] Kinda counted on you being a friend | [friend] So I chained myself to a friend,https://open.spotify.com/track/2cGxRwrMyEAp8dEbuZaVv6
Your Woman,White Town,12,"woman, woman, woman, woman, woman, woman, woman, woman, woman, woman, woman, woman",[woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman | [woman] I could never be your woman,https://open.spotify.com/track/3UBItNVbFQiVC5hBQlBvnr
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,10,"man, man, man, man, man, man, man, man, man, man","[man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight | [man] Gimme, gimme, gimme a man after midnight",https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6
Funny Thing,Thundercat,4,"baby, baby, baby, baby","[baby] But that's okay, baby, 'cause I just wanna party with you | [baby] 'Cause when we hit the peak, baby | [baby] 'Cause if I get too drunk, baby, then I'm gonna ruin the fun | [baby] That's not your problem, it's because I've seen too much, baby",https://open.spotify.com/track/1c5CllrZr45UBhWpIqM332
Call Me Maybe,Carly Rae Jepsen,5,"baby, baby, baby, baby, baby","[baby] Where you think you're goin', baby? | [baby] It's hard to look right at you, baby | [baby] Where you think you're goin', baby? | [baby] It's hard to look right at you, baby | [baby] It's hard to look right at you, baby",https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO
Stressed Out,Twenty One Pilots,6,"mama, mama, mama, mama, mama, mama","[mama] When our mama sang us to sleep, but now we're stressed out (Oh) | [mama] When our mama sang us to sleep, but now we're stressed out | [mama] When our mama sang us to sleep, but now we're stressed out (Oh) | [mama] When our mama sang us to sleep, but now we're stressed out | [mama] When our mama sang us to sleep, but now we're stressed out (Oh) | [mama] When our mama sang us to sleep, but now we're stressed out",https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
Nightcall,Kavinsky,6,"boy, boy, boy, boy, boy, boy","[boy] They're talking about you, boy | [boy] They're talking about you, boy | [boy] They're talking about you, boy | [boy] They're talking about you, boy | [boy] They're talking about you, boy (They're talking about you, boy)",https://open.spotify.com/track/0U0ldCRmgCqhVvD6ksG63j
Music Sounds Better With You - Radio Edit,Stardust,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Ooh, baby | [baby] Ooh, baby | [baby] Ooh, baby | [baby] Ooh, baby | [baby] Ooh, baby | [baby] Ooh, baby | [baby] Ooh, baby",https://open.spotify.com/track/1mv4lh1rW1K6xhxhJmEezy
You Can't Always Get What You Want,The Rolling Stones,8,"baby, baby, baby, baby, man, man, man, man","[baby] Ah, baby, yeah | [baby] You can't always get what you want, I tell you, baby | [baby] Oww, baby | [baby] Ah, you can't always get what you want (No-no, baby) | [man] At her feet was a footloose man | [man] At her feet was a footloose man | [man] And, man, did he look pretty ill | [man] In her glass was a bleeding man",https://open.spotify.com/track/6lFZbCc7pn6Lme1NP7qQqQ
Son Of A Preacher Man,Dusty Springfield,27,"boy, boy, boy, boy, man, man, man, man, man, man, man, man, man, man, man, son, son, son, son, son, son, son, son, son, son, son, son",[boy] The only boy who could ever teach me | [boy] The only boy who could ever teach me | [boy] The only boy who could ever teach me | [boy] (The only boy who could ever teach me) | [man] Was the son of a preacher man | [man] Was the son of a preacher man | [man] Was the son of a preacher man | [man] Was the son of a preacher man | [man] Was the son of a preacher man | [man] Was the son of a preacher man | [man] He was the sweet-talkin' son of a preacher man | [man] I kissed the son of a preacher man | [man] The sweet-lovin' son of a preacher man | [man] Was the son of a preacher man | [man] Was the son of a preacher man | [son] Billy-Ray was a preacher's son | [son] Was the son of a preacher man | [son] Was the son of a preacher man | [son] Was the son of a preacher man | [son] Was the son of a preacher man | [son] Was the son of a preacher man | [son] Was the son of a preacher man | [son] He was the sweet-talkin' son of a preacher man | [son] I kissed the son of a preacher man | [son] The sweet-lovin' son of a preacher man | [son] Was the son of a preacher man | [son] Was the son of a preacher man,https://open.spotify.com/track/6ek9SiEj5a65WIs2EV7qiM
The Middle,Jimmy Eat World,5,"girl, girl, girl, girl, girl","[girl] Little girl, you're in the middle of the ride | [girl] Little girl, you're in the middle of the ride | [girl] Little girl, you're in the middle of the ride | [girl] Little girl, you're in the middle of the ride | [girl] Little girl, you're in the middle of the ride",https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO
Electric Love,BØRNS,8,"baby, baby, baby, baby, baby, baby, baby, baby","[baby] Baby, I'm dying for another taste | [baby] Baby, you're like lightning in a bottle | [baby] Baby, your electric love (Ahh) | [baby] Baby, you're like lightning in a bottle | [baby] Baby, your electric love (Ahh) | [baby] Baby, you're like lightning in a bottle | [baby] Baby, your electric love (Ahh) | [baby] Baby, you're electric",https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
Come As You Are,Nirvana,4,"friend, friend, friend, friend","[friend] As a friend, as a friend | [friend] Take a rest as a friend | [friend] As a trend, as a friend",https://open.spotify.com/track/2RsAajgo0g7bMCHxwH3Sk0
Englishman In New York,Sting,5,"man, man, man, man, man","[man] If ""manners maketh man"" as someone said | [man] It takes a man to suffer ignorance and smile | [man] Takes more than combat gear to make a man | [man] If ""manners maketh man"" as someone said | [man] It takes a man to suffer ignorance and smile",https://open.spotify.com/track/4KFM3A5QF2IMcc6nHsu3Wp
Smalltown Boy,Bronski Beat,15,"boy, boy, boy, boy, boy, boy, boy, boy, boy, boy, boy, boy, boy, boy, boy","[boy] Pushed around and kicked around, always a lonely boy | [boy] Cry, boy, cry | [boy] Cry, boy, cry | [boy] Cry, boy, cry, boy, cry | [boy] Cry, boy, cry, boy, cry | [boy] Cry, boy, cry, boy, cry | [boy] Cry, boy, cry, boy, cry | [boy] Cry, boy, cry, boy, cry | [boy] Cry, boy, cry, boy, cry",https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x
Come As You Are,Nirvana,4,"friend, friend, friend, friend","[friend] As a friend, as a friend | [friend] Take a rest as a friend | [friend] As a trend, as a friend",https://open.spotify.com/track/0MKGH8UMfCnq5w7nG06oM5
Sweat (A La La La La Long),Inner Circle,7,"girl, girl, girl, girl, girl, girl, girl","[girl] Girl, I want to make you sweat | [girl] Girl, I want to make you sweat | [girl] Oh, girl | [girl] Girl, I want to make you sweat | [girl] Girl, I want to make you sweat | [girl] Girl, I want to make you sweat | [girl] Girl, I want to make you sweat",https://open.spotify.com/track/1SssFw74DdHVjRa6ADggdD
Stumblin' In,Chris Norman,5,"baby, baby, baby, baby, baby","[baby] 'Cause, baby, you've shown me so many things that I never knew | [baby] Whatever it takes, baby, I'll do it for you | [baby] I may have been young but baby that's not what I wanted to be | [baby] 'Cause, baby, you've shown me so many things that I'd never see | [baby] Whatever you need, baby, you got it from me",https://open.spotify.com/track/0ctgmKdlPY8xx41wY339Da
Girl You Know It's True,Milli Vanilli,23,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl","[girl] Girl, you know it's true | [girl] I'm in love with you, girl, 'cause you're on my mind | [girl] Don't you understand, girl? This love is true | [girl] I'm in love, girl | [girl] I'm so in love, girl | [girl] I'm just in love, girl | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] This is some certain thing, girl, I can't explain | [girl] It stimulate my senses, girl, when you are near | [girl] That's for me to bust, it's like a girl and a boy | [girl] So I thought I might discuss this, girl, just you and I | [girl] The reason that I like you, girl, is for what you are | [girl] I'm in love, girl | [girl] I'm in so love, girl | [girl] I'm just in love, girl | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] I'm in love with you, girl— | [girl] Girl, you know it's true | [girl] Girl, you know it's true (G-g-g-girl)",https://open.spotify.com/track/0C7dYeCLF6ukChtW64UNge
Girl You Know It's True,Milli Vanilli,23,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl","[girl] Girl, you know it's true | [girl] I'm in love with you, girl, 'cause you're on my mind | [girl] Don't you understand, girl? This love is true | [girl] I'm in love, girl | [girl] I'm so in love, girl | [girl] I'm just in love, girl | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] This is some certain thing, girl, I can't explain | [girl] It stimulate my senses, girl, when you are near | [girl] That's for me to bust, it's like a girl and a boy | [girl] So I thought I might discuss this, girl, just you and I | [girl] The reason that I like you, girl, is for what you are | [girl] I'm in love, girl | [girl] I'm in so love, girl | [girl] I'm just in love, girl | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] Girl, you know it's true | [girl] I'm in love with you, girl— | [girl] Girl, you know it's true | [girl] Girl, you know it's true (G-g-g-girl)",https://open.spotify.com/track/6CTnIURom7GvzLqXuFHrXA
I'm Gonna Miss You,Milli Vanilli,7,"girl, girl, girl, girl, girl, girl, girl","[girl] Oh, girl (Oh, girl) | [girl] Girl, I'm gonna miss you | [girl] Girl, I'm gonna miss you | [girl] Girl, I'm gonna miss you | [girl] Girl, I'm gonna miss you | [girl] Girl, I'm gonna miss you",https://open.spotify.com/track/2dThEJP9S344qzNhePcSzj
Call on Me,Eric Prydz,7,"boy, boy, boy, boy, boy, boy, boy",[boy] I'm the same boy I used to be | [boy] I'm the same boy I used to be | [boy] I'm the same boy I used to be | [boy] I'm the same boy I used to be | [boy] I'm the same boy I used to be | [boy] I'm the same boy I used to be | [boy] I'm the same boy I used to be,https://open.spotify.com/track/1As4KC3YYpu89aBt7EqL2m
How You Remind Me,Nickelback,5,"man, man, man, man, man",[man] Never made it as a wise man | [man] I couldn't cut it as a poor man stealing | [man] Tired of livin' like a blind man | [man] Never made it as a wise man | [man] I couldn't cut it as a poor man stealin',https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf
Suspicious Minds,Elvis Presley,8,"baby, baby, baby, baby, baby, baby, baby, baby","[baby] Because I love you too much, baby | [baby] Because I love you too much, baby | [baby] Because I love you too much, baby | [baby] Because I love you too much, baby | [baby] Because I love you too much, baby | [baby] Because I love you too much, baby | [baby] Because I love you too much, baby | [baby] Because I love you too much, baby",https://open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns
...Baby One More Time,Britney Spears,25,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Oh, baby, baby | [baby] Oh, baby, baby | [baby] Oh, baby, baby | [baby] Oh, baby, baby | [baby] Tell me, baby, 'cause I need to know now | [baby] Hit me, baby, one more time | [baby] Oh, baby, baby | [baby] Oh, pretty baby | [baby] Tell me, baby, 'cause I need to know now | [baby] Hit me, baby, one more time | [baby] Oh, baby, baby (Oh) | [baby] Oh, baby, baby (Yeah, yeah) | [baby] Oh, baby, baby | [baby] Oh, pretty baby | [baby] Hit me, baby, one more time | [baby] Hit me, baby, one more time | [baby] Hit me, baby, one more time",https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa
Bongo Bong,Manu Chao,8,"baby, baby, baby, baby, baby, baby, baby, baby","[baby] 'Cause I'm the king of bongo, baby | [baby] Hear me when I come, baby | [baby] But I'm the king of bongo baby, I'm the king of bongo bong | [baby] Hear me when I come, baby | [baby] Hear me when I come, baby | [baby] I'm the king of bongo, baby | [baby] Hear me when I come, baby | [baby] Cause I'm the king of bongo, baby",https://open.spotify.com/track/00SmB7n85SKROGjybsyq5i
High Hopes,Panic! At The Disco,5,"mama, mama, mama, mama, mama","[mama] Mama said, ""Fulfill the prophecy | [mama] Mama said, ""Burn your biographies | [mama] Mama said, ""Don't give up, it's a little complicated | [mama] Mama said, ""It's uphill for oddities | [mama] Mama said, ""Don't give up, it's a little complicated",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
Behind Blue Eyes,Limp Bizkit,4,"man, man, man, man",[man] To be the bad man | [man] To be the sad man | [man] To be the bad man | [man] To be the sad man,https://open.spotify.com/track/1MTQHCpraD4S8g5PAFKzoj
I'm Gonna Be (500 Miles),The Proclaimers,15,"man, man, man, man, man, man, man, man, man, man, man, man, man, man, man",[man] I'm gonna be the man who wakes up next to you | [man] I'm gonna be the man who goes along with you | [man] I'm gonna be the man who gets drunk next to you | [man] I'm gonna be the man who's haverin' to you | [man] Just to be the man who walked a thousand | [man] I'm gonna be the man who's workin' hard for you | [man] I'm gonna be the man who comes back home to you | [man] I'm gonna be the man who's growin' old with you | [man] Just to be the man who walked a thousand | [man] I'm gonna be the man who's lonely without you | [man] I'm gonna be the man who goes along with you | [man] I'm gonna be the man who comes back home with you | [man] I'm gonna be the man who's comin' home with you | [man] Just to be the man who walked a thousand | [man] Just to be the man who walked a thousand,https://open.spotify.com/track/66S14BkJDxgkYxLl5DCqOz
Don't You Want Me,The Human League,11,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby? | [baby] Don't you want me, baby?",https://open.spotify.com/track/3L7RtEcu1Hw3OXrpnthngx
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,4,"baby, baby, baby, baby","[baby] Come on, baby (Dance) | [baby] Don't you wanna dance (Dance) with me, baby? | [baby] Hey, don't you wanna dance (Dance) with me, baby? | [baby] Hey, baby",https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
Baby Don't Forget My Number,Milli Vanilli,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Baby, don't be shy | [baby] Baby, call my line, call me anytime | [baby] Baby, call my line, call me anytime | [baby] Baby (baby, baby) | [baby] Ba-ba-ba-ba, ba-ba-ba-ba-baby (baby)",https://open.spotify.com/track/3t4EJY6cTsb6FyP1EQzajK
